...1,family,genus,species,binomial,1-1_ActivityCycle,abm_g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,rufus,Tamias rufus,3,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,senex,Tamias senex,3,89.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,sibiricus,Tamias sibiricus,-999,94.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,siskiyou,Tamias siskiyou,-999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,sonomae,Tamias sonomae,-999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,speciosus,Tamias speciosus,3,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,striatus,Tamias striatus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,townsendii,Tamias townsendii,3,79.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,umbrinus,Tamias umbrinus,-999,51.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiasciurus,douglasii,Tamiasciurus douglasii,3,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Tamiasciurus hudsonicus,3,200.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiasciurus,mearnsi,Tamiasciurus mearnsi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiops,maritimus,Tamiops maritimus,-999,66.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiops,mcclellandii,Tamiops mcclellandii,-999,45.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiops,rodolphii,Tamiops rodolphii,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamiops,swinhoei,Tamiops swinhoei,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ammospermophilus,harrisii,Ammospermophilus harrisii,3,126.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ammospermophilus,insularis,Ammospermophilus insularis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ammospermophilus,interpres,Ammospermophilus interpres,3,112.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ammospermophilus,leucurus,Ammospermophilus leucurus,3,103.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ammospermophilus,nelsoni,Ammospermophilus nelsoni,3,160.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Trogopterus,xanthipes,Trogopterus xanthipes,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Xerus,erythropus,Xerus erythropus,-999,602.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Xerus,inauris,Xerus inauris,3,572.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Xerus,princeps,Xerus princeps,3,624.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Xerus,rutilus,Xerus rutilus,3,316.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,belzebuth,Ateles belzebuth,3,6692.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,chamek,Ateles chamek,3,7053.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,fusciceps,Ateles fusciceps,3,9067.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,geoffroyi,Ateles geoffroyi,3,7582.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,hybridus,Ateles hybridus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,marginatus,Ateles marginatus,3,6229.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,paniscus,Ateles paniscus,3,8697.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Brachyteles,arachnoides,Brachyteles arachnoides,3,10537.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Brachyteles,hypoxanthus,Brachyteles hypoxanthus,3,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Lagothrix,cana,Lagothrix cana,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Lagothrix,lagotricha,Lagothrix lagotricha,3,6263.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Lagothrix,lugens,Lagothrix lugens,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Lagothrix,poeppigii,Lagothrix poeppigii,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Oreonax,flavicauda,Oreonax flavicauda,3,8229.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,belzebul,Alouatta belzebul,3,6157.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,caraya,Alouatta caraya,3,5576.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,coibensis,Alouatta coibensis,3,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,guariba,Alouatta guariba,3,5188.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,macconnelli,Alouatta macconnelli,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,nigerrima,Alouatta nigerrima,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,palliata,Alouatta palliata,3,6576.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,pigra,Alouatta pigra,3,7172.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,sara,Alouatta sara,3,6611.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,seniculus,Alouatta seniculus,3,6398.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,altarium,Myotis altarium,-999,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,anjouanensis,Myotis anjouanensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,annamiticus,Myotis annamiticus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,annectans,Myotis annectans,-999,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,atacamensis,Myotis atacamensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,ater,Myotis ater,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,auriculus,Myotis auriculus,-999,38.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,australis,Myotis australis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,austroriparius,Myotis austroriparius,-999,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,bechsteinii,Myotis bechsteinii,-999,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,blythii,Myotis blythii,-999,23.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,bocagii,Myotis bocagii,-999,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,bombinus,Myotis bombinus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,brandtii,Myotis brandtii,-999,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,bucharensis,Myotis bucharensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,californicus,Myotis californicus,-999,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,capaccinii,Myotis capaccinii,-999,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,chiloensis,Myotis chiloensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,chinensis,Myotis chinensis,-999,41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,ciliolabrum,Myotis ciliolabrum,-999,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,cobanensis,Myotis cobanensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,csorbai,Myotis csorbai,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis dasycneme,-999,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,daubentonii,Myotis daubentonii,-999,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,davidii,Myotis davidii,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,dominicensis,Myotis dominicensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,elegans,Myotis elegans,-999,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis emarginatus,-999,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,evotis,Myotis evotis,-999,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,fimbriatus,Myotis fimbriatus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,findleyi,Myotis findleyi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,formosus,Myotis formosus,-999,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,fortidens,Myotis fortidens,-999,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,frater,Myotis frater,-999,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,gomantongensis,Myotis gomantongensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,goudoti,Myotis goudoti,-999,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,grisescens,Myotis grisescens,1,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,hajastanicus,Myotis hajastanicus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,hasseltii,Myotis hasseltii,-999,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,hermani,Myotis hermani,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,horsfieldii,Myotis horsfieldii,-999,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,hosonoi,Myotis hosonoi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,ikonnikovi,Myotis ikonnikovi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,insularum,Myotis insularum,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,keaysi,Myotis keaysi,-999,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,keenii,Myotis keenii,-999,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,laniger,Myotis laniger,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,leibii,Myotis leibii,-999,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,levis,Myotis levis,-999,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,longipes,Myotis longipes,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,lucifugus,Myotis lucifugus,-999,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,macrodactylus,Myotis macrodactylus,-999,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,macropus,Myotis macropus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,macrotarsus,Myotis macrotarsus,-999,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,martiniquensis,Myotis martiniquensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,melanorhinus,Myotis melanorhinus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,moluccarum,Myotis moluccarum,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,montivagus,Myotis montivagus,-999,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,morrisi,Myotis morrisi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,muricola,Myotis muricola,-999,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,myotis,Myotis myotis,-999,25.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,mystacinus,Myotis mystacinus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,nattereri,Myotis nattereri,-999,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,nesopolus,Myotis nesopolus,-999,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis nigricans,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,nipalensis,Myotis nipalensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,occultus,Myotis occultus,-999,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,oreias,Myotis oreias,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,oxygnathus,Myotis oxygnathus,-999,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,oxyotus,Myotis oxyotus,-999,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,ozensis,Myotis ozensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,peninsularis,Myotis peninsularis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,pequinius,Myotis pequinius,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,planiceps,Myotis planiceps,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,pruinosus,Myotis pruinosus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,punicus,Myotis punicus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,ricketti,Myotis ricketti,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Myotis,ridleyi,Myotis ridleyi,-999,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
