...1,family,genus,species,binomial,1-1_ActivityCycle,abm_g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,pullata,Crocidura pullata,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,raineyi,Crocidura raineyi,-999,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,ramona,Crocidura ramona,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,rapax,Crocidura rapax,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,religiosa,Crocidura religiosa,-999,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,rhoditis,Crocidura rhoditis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,roosevelti,Crocidura roosevelti,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,russula,Crocidura russula,-999,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,selina,Crocidura selina,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,serezkyensis,Crocidura serezkyensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,shantungensis,Crocidura shantungensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,sibirica,Crocidura sibirica,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,sicula,Crocidura sicula,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,silacea,Crocidura silacea,-999,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,smithii,Crocidura smithii,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,somalica,Crocidura somalica,-999,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,stenocephala,Crocidura stenocephala,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,suaveolens,Crocidura suaveolens,2,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Crocidura,susiana,Crocidura susiana,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soricomorpha,Soricidae,Blarina,brevicauda,Blarina brevicauda,1,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,alborufus,Petaurista alborufus,-999,1501.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,elegans,Petaurista elegans,1,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,leucogenys,Petaurista leucogenys,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,magnificus,Petaurista magnificus,-999,1475.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,nobilis,Petaurista nobilis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,petaurista,Petaurista petaurista,1,1533.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,philippensis,Petaurista philippensis,-999,1675.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petaurista,xanthotis,Petaurista xanthotis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,crinitus,Petinomys crinitus,1,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,fuscocapillus,Petinomys fuscocapillus,-999,794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,genibarbis,Petinomys genibarbis,1,108.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,hageni,Petinomys hageni,1,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,lugens,Petinomys lugens,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,mindanensis,Petinomys mindanensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,sagitta,Petinomys sagitta,1,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,setosus,Petinomys setosus,1,43.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Petinomys,vordermanni,Petinomys vordermanni,1,36.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Prosciurillus,abstrusus,Prosciurillus abstrusus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Prosciurillus,leucomus,Prosciurillus leucomus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Prosciurillus,murinus,Prosciurillus murinus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Prosciurillus,rosenbergii,Prosciurillus rosenbergii,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Prosciurillus,weberi,Prosciurillus weberi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Pteromys,momonga,Pteromys momonga,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Pteromys,volans,Pteromys volans,1,143.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Pteromyscus,pulverulentus,Pteromyscus pulverulentus,-999,251.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Protoxerus,aubinnii,Protoxerus aubinnii,-999,427.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Protoxerus,stangeri,Protoxerus stangeri,3,630.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Rubrisciurus,rubriventer,Rubrisciurus rubriventer,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa affinis,-999,1155.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ratufa,bicolor,Ratufa bicolor,-999,1609.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ratufa,indica,Ratufa indica,-999,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Ratufa,macroura,Ratufa macroura,-999,1326.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Rheithrosciurus,macrotis,Rheithrosciurus macrotis,-999,1353.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Rhinosciurus,laticaudatus,Rhinosciurus laticaudatus,-999,230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilopsis,leptodactylus,Spermophilopsis leptodactylus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,adocetus,Spermophilus adocetus,-999,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,alashanicus,Spermophilus alashanicus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,annulatus,Spermophilus annulatus,-999,499.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,armatus,Spermophilus armatus,-999,306.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,atricapillus,Spermophilus atricapillus,-999,550.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,beecheyi,Spermophilus beecheyi,-999,597.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,beldingi,Spermophilus beldingi,3,272.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,brevicauda,Spermophilus brevicauda,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,brunneus,Spermophilus brunneus,-999,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,canus,Spermophilus canus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,citellus,Spermophilus citellus,3,395.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,columbianus,Spermophilus columbianus,3,470.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,dauricus,Spermophilus dauricus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,elegans,Spermophilus elegans,3,324.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurillus,pusillus,Sciurillus pusillus,3,34.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurotamias,davidianus,Sciurotamias davidianus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurotamias,forresti,Sciurotamias forresti,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,aberti,Sciurus aberti,3,622.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,aestuans,Sciurus aestuans,3,177.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,alleni,Sciurus alleni,3,465.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,anomalus,Sciurus anomalus,3,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,arizonensis,Sciurus arizonensis,3,646.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,aureogaster,Sciurus aureogaster,3,455.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,carolinensis,Sciurus carolinensis,3,545.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,colliaei,Sciurus colliaei,3,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,deppei,Sciurus deppei,3,249.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,flammifer,Sciurus flammifer,3,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,gilvigularis,Sciurus gilvigularis,3,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,granatensis,Sciurus granatensis,3,318.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,griseus,Sciurus griseus,3,703.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,ignitus,Sciurus ignitus,3,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,igniventris,Sciurus igniventris,3,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,lis,Sciurus lis,3,264.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,nayaritensis,Sciurus nayaritensis,3,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,niger,Sciurus niger,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,oculatus,Sciurus oculatus,3,649.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,pucheranii,Sciurus pucheranii,3,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,pyrrhinus,Sciurus pyrrhinus,3,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,richmondi,Sciurus richmondi,3,237.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,sanborni,Sciurus sanborni,3,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,spadiceus,Sciurus spadiceus,3,403.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,stramineus,Sciurus stramineus,3,433.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,variegatoides,Sciurus variegatoides,3,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,vulgaris,Sciurus vulgaris,3,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sciurus,yucatanensis,Sciurus yucatanensis,3,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Aeretes,melanopterus,Aeretes melanopterus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Aeromys,tephromelas,Aeromys tephromelas,1,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Aeromys,thomasi,Aeromys thomasi,1,1430.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,erythrogenys,Spermophilus erythrogenys,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,franklinii,Spermophilus franklinii,-999,457.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,fulvus,Spermophilus fulvus,-999,778.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,lateralis,Spermophilus lateralis,-999,175.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,madrensis,Spermophilus madrensis,-999,207.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,major,Spermophilus major,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,mexicanus,Spermophilus mexicanus,-999,177.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,mohavensis,Spermophilus mohavensis,3,213.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,mollis,Spermophilus mollis,-999,165.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,musicus,Spermophilus musicus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,pallidicauda,Spermophilus pallidicauda,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,parryii,Spermophilus parryii,-999,747.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,perotensis,Spermophilus perotensis,-999,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,pygmaeus,Spermophilus pygmaeus,-999,173.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,ralli,Spermophilus ralli,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,relictus,Spermophilus relictus,-999,599.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,richardsonii,Spermophilus richardsonii,3,325.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,saturatus,Spermophilus saturatus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,spilosoma,Spermophilus spilosoma,3,106.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,suslicus,Spermophilus suslicus,-999,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,tereticaudus,Spermophilus tereticaudus,3,147.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,townsendii,Spermophilus townsendii,3,207.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,tridecemlineatus,Spermophilus tridecemlineatus,3,174.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,undulatus,Spermophilus undulatus,-999,742.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,variegatus,Spermophilus variegatus,3,714.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,washingtoni,Spermophilus washingtoni,3,215.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Spermophilus,xanthoprymnus,Spermophilus xanthoprymnus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,brookei,Sundasciurus brookei,-999,114.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,davensis,Sundasciurus davensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,fraterculus,Sundasciurus fraterculus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,hippurus,Sundasciurus hippurus,-999,357.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,hoogstraali,Sundasciurus hoogstraali,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,jentinki,Sundasciurus jentinki,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,juvencus,Sundasciurus juvencus,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,lowii,Sundasciurus lowii,3,84.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,mindanensis,Sundasciurus mindanensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,moellendorffi,Sundasciurus moellendorffi,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,philippinensis,Sundasciurus philippinensis,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,rabori,Sundasciurus rabori,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,samarensis,Sundasciurus samarensis,-999,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,steerii,Sundasciurus steerii,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Sundasciurus,tenuis,Sundasciurus tenuis,-999,74.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Syntheosciurus,brochus,Syntheosciurus brochus,2,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,alpinus,Tamias alpinus,-999,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,amoenus,Tamias amoenus,-999,50.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,bulleri,Tamias bulleri,-999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,canipes,Tamias canipes,-999,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,cinereicollis,Tamias cinereicollis,-999,61.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,dorsalis,Tamias dorsalis,3,63.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,durangae,Tamias durangae,-999,84.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,merriami,Tamias merriami,3,74.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,minimus,Tamias minimus,3,42.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,obscurus,Tamias obscurus,3,72.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,ochrogenys,Tamias ochrogenys,-999,91.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,palmeri,Tamias palmeri,3,60.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,panamintinus,Tamias panamintinus,3,51.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,quadrimaculatus,Tamias quadrimaculatus,3,83.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,quadrivittatus,Tamias quadrivittatus,3,57.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodentia,Sciuridae,Tamias,ruficaudus,Tamias ruficaudus,3,60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
